"Id","SalePrice"
1592,123041.750697169
1593,126378.556888976
1594,129151.966265574
1595,104378.8608579
1596,234338.815124628
1597,176684.050010869
1598,195366.51918741
1599,162154.48736042
1600,163315.603138206
1601,69523.8800379443
1602,111191.430079726
1603,90116.13985474
1604,255266.506077913
1605,254173.40416678
1606,181486.941602552
1607,169110.604991055
1608,218506.086215312
1609,184668.881931831
1610,157009.774055009
1611,146512.87100745
1612,166474.152637669
1613,167544.387365614
1614,118643.182732687
1615,88346.2498866946
1616,76655.6468246076
1617,90862.4770253825
1618,123325.421048938
1619,133913.840257576
1620,170194.779441986
1621,141074.544101703
1622,142302.276923117
1623,282320.328627384
1624,218509.354589887
1625,123460.143018964
1626,166232.309739771
1627,197184.299456317
1628,268854.477778619
1629,177463.323766657
1630,338713.886220008
1631,210305.765678516
1632,238761.591995277
1633,170250.1049478
1634,189789.259870639
1635,177322.49095581
1636,157485.748867647
1637,196278.737432505
1638,193964.904368338
1639,191924.37598703
1640,260687.223624947
1641,178462.051980989
1642,230542.742330766
1643,225316.82175703
1644,235003.18967369
1645,194406.894371246
1646,162827.69012503
1647,163819.863461355
1648,133570.507673228
1649,141221.065057417
1650,116617.578677421
1651,123070.16828074
1652,97095.1355831194
1653,100966.258684874
1654,147040.750405127
1655,148185.129338012
1656,145275.68742616
1657,150269.019315965
1658,147752.557410732
1659,126615.61675218
1660,151319.681226515
1661,425122.169335572
1662,408136.875721535
1663,385980.903084052
1664,444698.302090696
1665,315020.01776768
1666,315117.960827044
1667,362823.171495363
1668,337386.852920751
1669,302185.718008164
1670,353048.39534899
1671,279509.944060306
1672,475995.12367542
1673,303640.958084876
1674,260492.85025198
1675,189699.585633989
1676,195575.247294814
1677,227477.677282126
1678,488046.865247085
1679,379527.77400322
1680,359788.371060635
1681,239528.075153384
1682,294978.088361643
1683,186274.912328457
1684,175403.13464071
1685,173559.750267612
1686,169192.013366454
1687,170339.996982152
1688,192873.33727858
1689,190437.865063678
1690,191538.399374763
1691,181044.582037845
1692,251620.920666614
1693,165951.96750933
1694,183173.532243764
1695,167775.862596263
1696,274231.684557211
1697,173923.115138584
1698,366952.099218158
1699,316261.097438263
1700,244398.607536087
1701,275517.015223826
1702,251540.269684604
1703,264199.172592573
1704,298006.911496085
1705,233045.490973976
1706,398716.011028293
1707,220647.51767844
1708,208004.693434955
1709,272294.909833825
1710,221342.387969096
1711,261700.169167101
1712,251804.594676346
1713,278509.3070388
1714,234017.348640598
1715,203294.735950402
1716,184684.69417954
1717,176970.602872666
1718,129799.897752552
1719,197302.835351689
1720,240250.111964385
1721,169648.920008339
1722,120556.922055736
1723,157716.476566679
1724,216900.272928418
1725,244931.250446458
1726,181381.763442652
1727,159778.355139286
1728,182105.899809324
1729,167174.542575446
1730,161072.637651396
1731,124641.317147204
1732,122029.230829738
1733,110526.872483796
1734,124223.829065345
1735,132652.573108305
1736,117216.422568953
1737,334495.439078842
1738,237984.594296396
1739,257565.576936302
1740,217024.216234718
1741,183709.446149288
1742,170295.277262206
1743,177442.413321603
1744,306413.872503674
1745,216171.233449212
1746,185894.391773395
1747,218845.959436465
1748,218834.882270099
1749,155944.638831281
1750,132506.120285945
1751,241498.018876627
1752,119277.556982002
1753,141615.838101808
1754,197318.500294537
1755,172514.016203502
1756,129176.157636565
1757,120488.854028291
1758,145798.427936637
1759,164312.718335955
1760,167790.374155058
1761,149690.929711194
1762,173335.116361848
1763,165529.601405697
1764,117643.720015667
1765,176744.469466977
1766,180245.793066808
1767,225478.288089256
1768,143917.064738115
1769,180600.296858394
1770,151709.166336459
1771,127632.64297137
1772,143212.91289371
1773,130100.077425095
1774,140669.660397924
1775,141231.106431877
1776,122853.204648799
1777,114349.236129819
1778,136570.377869421
1779,109963.832355335
1780,180030.897884648
1781,127552.56276634
1782,86360.3366517122
1783,144933.700307137
1784,100777.522785276
1785,114317.981009374
1786,138221.59739517
1787,169671.52582065
1788,58862.0893716932
1789,89141.8145472905
1790,77098.8782653829
1791,180470.072179976
1792,158284.555299611
1793,136079.736471286
1794,150630.731224318
1795,136866.869455904
1796,117553.855443089
1797,113377.669683454
1798,121149.672766258
1799,111197.037801859
1800,122067.949398645
1801,132281.327730534
1802,129470.229401852
1803,146287.410093997
1804,142735.830730833
1805,134591.901196286
1806,118251.03524476
1807,136366.201187209
1808,115364.413200363
1809,113343.17066841
1810,130981.23946627
1811,97447.2304465749
1812,97584.1848321471
1813,118039.083986354
1814,92201.6581132584
1815,54410.9477087865
1816,100679.007965033
1817,104443.288737784
1818,138265.319322395
1819,119441.438141568
1820,64359.5065219834
1821,108457.217152797
1822,147434.07605495
1823,51966.2629595048
1824,128111.140092136
1825,124050.823738869
1826,97646.2361726241
1827,107202.504870664
1828,139185.078213631
1829,118243.440933424
1830,146114.529016248
1831,152408.261354666
1832,91721.4371108557
1833,146598.939863973
1834,115019.123092537
1835,131140.075683481
1836,128326.201070592
1837,88098.4705463964
1838,130747.830655652
1839,95508.4415968131
1840,156497.355584292
1841,148558.761290185
1842,91640.7242998912
1843,129565.651809894
1844,132183.647686936
1845,143569.215586356
1846,148505.047199159
1847,161300.074705762
1848,53708.497287454
1849,108551.136247681
1850,115960.559829803
1851,154012.318252465
1852,122733.813961006
1853,133045.024550698
1854,169415.829959966
1855,144990.375480639
1856,227510.300170144
1857,137546.380320575
1858,138822.252894611
1859,117577.752430508
1860,149394.749269172
1861,116867.369061269
1862,293134.052905661
1863,275338.981700137
1864,275410.912190084
1865,329630.531352564
1866,326938.04082601
1867,231141.912274083
1868,308174.84478667
1869,208863.308676811
1870,233699.205505455
1871,234283.054892714
1872,166523.661744225
1873,255848.896346122
1874,145016.642410229
1875,205734.764783654
1876,200567.914247464
1877,219161.675482053
1878,195380.791807241
1879,130577.28176064
1880,136837.176077969
1881,241581.378221904
1882,254493.140971032
1883,194141.572966765
1884,207065.725404754
1885,237886.433200643
1886,285085.329836976
1887,213862.739613551
1888,274901.049515407
1889,164689.929824812
1890,119892.795271094
1891,134979.786711468
1892,99610.7572632157
1893,127886.091329543
1894,132397.469214862
1895,132628.973800417
1896,125679.257544873
1897,114632.318557428
1898,119858.59296886
1899,140299.164180401
1900,144524.090241147
1901,161156.827898158
1902,132456.080797439
1903,222476.701846828
1904,122215.767267994
1905,193737.494826075
1906,171971.19449926
1907,196956.773682051
1908,111339.593339238
1909,133413.376729418
1910,121719.797409284
1911,206856.052373055
1912,305718.437834693
1913,143611.186410324
1914,70783.8631556553
1915,307590.578035445
1916,61947.3444369458
1917,269513.202962545
1918,142615.91105356
1919,179041.485704622
1920,156657.826233834
1921,420739.790827925
1922,312910.612595531
1923,224467.68230472
1924,233236.302586828
1925,202029.247979223
1926,404057.69323753
1927,132760.231866381
1928,161186.778330812
1929,124382.404179401
1930,127981.982166476
1931,142364.705363183
1932,140445.698799731
1933,178750.670072937
1934,184511.897288118
1935,173652.847614211
1936,189892.762483243
1937,187977.57684277
1938,175246.955219928
1939,220982.783720188
1940,182023.610065271
1941,174652.240377898
1942,187145.21000671
1943,194280.9792049
1944,310879.598558015
1945,376467.69630534
1946,142032.387459333
1947,302915.830051944
1948,169394.309717418
1949,235839.882952692
1950,195057.186402734
1951,245620.918619736
1952,237858.689822664
1953,171826.260997057
1954,192585.14501948
1955,140611.547202397
1956,273083.24338295
1957,156981.034093992
1958,307187.056694072
1959,146883.951189019
1960,112044.082164678
1961,121493.315775952
1962,96230.267283636
1963,106015.206498632
1964,108594.109675871
1965,145467.580404639
1966,141254.571274467
1967,304400.485204632
1968,437521.379195519
1969,398738.859978091
1970,433342.083479438
1971,417544.786687146
1972,389494.472246992
1973,269881.192212017
1974,322980.582256624
1975,446317.004945274
1976,283738.225120508
1977,351257.829841163
1978,347423.485217873
1979,344764.5647858
1980,201164.149066578
1981,362012.424311286
1982,240156.693881249
1983,210466.2957496
1984,169652.744288992
1985,219718.239927434
1986,213407.280945434
1987,172948.565293103
1988,174398.979462236
1989,196185.113050329
1990,214799.492060971
1991,239473.133721525
1992,223292.181081881
1993,169703.162380754
1994,236122.25722934
1995,186595.740195644
1996,253059.774213001
1997,309423.73205447
1998,335409.668724453
1999,252883.3901753
2000,317696.91038506
2001,264125.191907847
2002,250690.840585555
2003,273574.247030143
2004,289777.367956569
2005,215844.466009701
2006,230177.65416207
2007,250739.747776431
2008,211783.729220135
2009,193165.332705062
2010,196879.457886592
2011,130597.695376181
2012,171794.984879622
2013,177263.473586152
2014,187676.985151054
2015,207029.003188514
2016,191022.514729985
2017,197160.382297033
2018,120506.924126738
2019,131754.268255126
2020,107685.30744242
2021,107224.097799268
2022,191409.97681886
2023,143636.893590121
2024,243685.277119877
2025,363940.594288365
2026,173816.378109171
2027,153406.608154601
2028,151308.331465671
2029,165610.911970794
2030,274204.276172444
2031,237059.119215569
2032,247412.691518435
2033,268518.838940513
2034,169294.460404014
2035,219721.623609729
2036,195824.641260357
2037,199455.51986445
2038,284986.864311425
2039,217709.9800322
2040,303088.163517556
2041,303393.397640987
2042,211109.102748707
2043,171652.023573972
2044,167933.923911934
2045,230729.103381608
2046,136807.262804846
2047,144511.94875083
2048,140466.379830769
2049,139561.763614959
2050,180517.410118069
2051,100059.216272946
2052,118981.456086348
2053,148346.034008732
2054,92495.07972086
2055,156065.906895621
2056,143155.740942288
2057,118105.642043219
2058,223562.779106473
2059,130471.899683237
2060,170276.673848851
2061,180597.534069688
2062,130994.066331191
2063,114045.965876923
2064,141501.349005425
2065,114740.237777577
2066,164403.287880849
2067,114721.667124438
2068,148637.999807234
2069,84054.3810237684
2070,114217.952623646
2071,93330.7234147757
2072,137241.264427507
2073,138945.803576179
2074,192228.536556957
2075,147358.609689035
2076,119176.88309827
2077,153061.759740062
2078,123891.62558775
2079,134606.996705702
2080,116469.339861419
2081,129231.155564501
2082,125965.013506365
2083,142841.75586755
2084,111166.440449138
2085,115751.989919806
2086,113318.578359438
2087,120891.692468045
2088,94966.573339674
2089,78066.265204211
2090,128826.222515991
2091,116124.356949295
2092,125749.692416803
2093,111172.748471637
2094,110470.353647033
2095,149334.529846853
2096,74050.0642612699
2097,99498.2713737508
2098,141260.236105767
2099,54621.0748726623
2100,89094.2553873875
2101,116654.601290043
2102,126558.78501074
2103,101580.653751391
2104,138863.797797076
2105,121558.822694731
2106,63307.9142533531
2107,214038.225493326
2108,113825.416728931
2109,110577.099735333
2110,138606.44875554
2111,145006.487450716
2112,139145.070923558
2113,111210.389034626
2114,112718.026166574
2115,155182.755314893
2116,119821.719958013
2117,149582.074450808
2118,121653.277034857
2119,109120.299790713
2120,111804.950465358
2121,86035.7614380779
2122,110374.432803114
2123,82118.6577609125
2124,162626.76082381
2125,124279.587091608
2126,147998.709538535
2127,152579.299660048
2128,121854.39214773
2129,93547.791756001
2130,139150.062410484
2131,142198.841435625
2132,130158.094692512
2133,128770.110377826
2134,122750.03091017
2135,91039.8745495997
2136,74134.5023705851
2137,112073.543520175
2138,130211.907237743
2139,151859.079485011
2140,138455.926214182
2141,143138.407375819
2142,123896.302380784
2143,144975.812549629
2144,113294.10611629
2145,135290.124075888
2146,161109.701183664
2147,136339.392457444
2148,132058.845225767
2149,137602.398738294
2150,229279.361417987
2151,115189.573785378
2152,172438.526015768
2153,162767.493741824
2154,105694.58491135
2155,144458.955793713
2156,261590.590666619
2157,247413.891387814
2158,238582.634442453
2159,205537.380093603
2160,174595.334726426
2161,245337.33105723
2162,376795.557224105
2163,344399.639195759
2164,246772.727784747
2165,197822.262069493
2166,150372.280732108
2167,218156.235025255
2168,197580.106844315
2169,195042.229462687
2170,228224.843509365
2171,152543.396052768
2172,133888.408111356
2173,169827.659837757
2174,233830.102328406
2175,305058.153313171
2176,307446.398062115
2177,240402.82033702
2178,217395.744914383
2179,140064.036654836
2180,226166.804788071
2181,191729.332488774
2182,224835.850001309
2183,193389.659958849
2184,119542.72095776
2185,117070.689087791
2186,150298.234389296
2187,151411.37503612
2188,147532.110248361
2189,251588.481957867
2190,79327.5871569419
2191,82357.4079909608
2192,88175.1204561963
2193,99925.7940594379
2194,100196.914463284
2195,109066.342753808
2196,97696.2109405823
2197,115475.800377339
2198,173090.241507633
2199,190571.951158289
2200,134078.554296591
2201,135381.55644824
2202,205658.272834886
2203,130684.153517582
2204,175157.396786815
2205,109737.97573438
2206,125680.374236399
2207,192295.610909647
2208,257854.310205241
2209,220051.864354777
2210,115522.901827492
2211,116732.379872228
2212,120349.910906695
2213,101695.443320214
2214,129686.072967513
2215,105127.602253506
2216,144768.751114284
2217,60029.429747025
2218,75024.1208625225
2219,77672.0921378894
2220,87012.1172449609
2221,307836.539049543
2222,249658.813331247
2223,292883.050833045
2224,221913.735209465
2225,128080.950506815
2226,192252.307982734
2227,204077.935272589
2228,269140.23357725
2229,256841.517411809
2230,155074.720307186
2231,215043.379179084
2232,189526.155273354
2233,176043.23141558
2234,240234.716400179
2235,215729.42813179
2236,285014.613584746
2237,347416.194082137
2238,205389.267847133
2239,110376.777233531
2240,158479.809852972
2241,146623.889749107
2242,124327.486171676
2243,125430.329644186
2244,102849.696566148
2245,94805.5137884597
2246,143171.76343022
2247,113201.647709045
2248,121391.066386441
2249,122779.563437113
2250,130311.692633849
2251,103285.964360872
2252,182012.506117118
2253,152313.290219653
2254,169259.611339029
2255,195466.549073115
2256,183147.015130881
2257,204978.224412062
2258,165120.567819327
2259,183702.835848955
2260,153744.633473508
2261,179551.378434035
2262,200388.324032666
2263,337456.884630494
2264,433118.280806341
2265,162964.259630439
2266,290173.210472178
2267,347126.117676551
2268,396400.637193408
2269,160342.974660829
2270,198146.922336318
2271,223906.796686239
2272,204899.45464791
2273,168241.459015683
2274,185804.35823609
2275,169412.200586652
2276,191719.155187443
2277,185267.514880329
2278,145460.682346508
2279,118313.247488674
2280,121082.500359778
2281,168307.10509751
2282,189736.023152131
2283,104084.518576597
2284,107892.338848881
2285,142781.652993658
2286,123662.351532068
2287,372234.91950841
2288,279993.711860119
2289,386173.821105786
2290,455356.470712604
2291,330326.762188636
2292,428161.875534626
2293,488403.19015952
2294,391299.307079295
2295,463216.757778205
2296,309852.225097113
2297,311188.266965394
2298,321555.394333922
2299,371682.672243307
2300,335746.552786909
2301,289290.441463423
2302,252135.522313698
2303,249550.547912741
2304,255062.726790544
2305,187676.546468203
2306,184671.907547365
2307,195227.134087894
2308,220056.604443282
2309,285384.4833741
2310,218747.166018338
2311,201614.320986693
2312,173404.395044469
2313,174884.479300251
2314,172193.437409084
2315,172796.75831313
2316,186194.193433619
2317,194814.906266939
2318,175768.670759548
2319,184763.188636684
2320,184900.36642691
2321,233675.909238176
2322,174980.203784034
2323,180563.723139141
2324,171322.475002406
2325,219762.70083318
2326,172118.284801423
2327,210298.310856321
2328,227183.394320425
2329,192340.583642465
2330,182524.939190885
2331,367914.386283065
2332,392577.588374154
2333,332190.378350815
2334,252409.656276659
2335,260247.822714964
2336,328940.373039351
2337,207400.749967558
2338,284935.162577852
2339,225147.933643131
2340,387887.379381533
2341,235350.504474622
2342,247628.2938631
2343,232752.921772023
2344,228284.051513334
2345,250581.135126929
2346,213574.636039311
2347,200769.983231716
2348,239354.644007465
2349,171664.100038223
2350,288088.989484186
2351,247249.526290802
2352,248984.278854394
2353,239858.549889775
2354,132290.785042755
2355,138144.333573218
2356,153235.713916663
2357,195736.766403223
2358,194151.881236623
2359,136956.038082581
2360,114546.892505889
2361,143190.435414846
2362,281040.759481556
2363,134304.018195065
2364,156017.806016614
2365,227591.720170956
2366,189091.521470035
2367,225786.768337208
2368,213220.730019807
2369,224483.368563683
2370,167291.138547693
2371,167337.996966506
2372,194565.551352067
2373,271846.114173015
2374,297704.796553885
2375,239660.817864776
2376,304869.777944086
2377,350126.633790668
2378,139035.764515418
2379,207008.297791239
2380,144732.138304438
2381,167010.974682261
2382,206475.955300091
2383,210032.16004769
2384,247974.621391443
2385,164969.38811555
2386,137128.928241835
2387,133661.233399742
2388,101100.056919951
2389,121410.741182223
2390,145716.232054045
2391,139319.387768437
2392,116713.77567021
2393,169379.380185054
2394,137797.408736846
2395,198970.796668333
2396,150636.685045998
2397,218862.15944627
2398,129293.857390671
2399,56600.4023372155
2400,63877.5073493714
2401,111305.630594866
2402,131582.2247194
2403,142802.57300473
2404,152820.768233342
2405,155109.289415667
2406,142622.936918964
2407,128053.880523893
2408,138372.710748454
2409,120900.395654164
2410,165777.09556531
2411,118211.965794521
2412,160397.213996989
2413,133179.992666803
2414,144904.832554998
2415,136960.126165241
2416,121779.346887446
2417,131476.167418194
2418,127967.394033727
2419,128308.545117698
2420,124132.65971496
2421,141648.30515492
2422,114910.52894955
2423,115573.989314312
2424,156242.654529462
2425,191293.219986845
2426,133384.767884168
2427,124769.861794292
2428,178316.941451947
2429,117934.216806157
2430,134037.546310774
2431,106631.785096714
2432,138529.402679232
2433,139706.617841992
2434,140055.287131198
2435,149698.716992764
2436,102278.968087385
2437,104413.36123322
2438,122729.954664742
2439,107323.340378992
2440,121643.643996754
2441,92351.8970034922
2442,97649.9094173558
2443,123854.692319494
2444,126362.193584669
2445,87330.7890117926
2446,127775.018908849
2447,181799.567424129
2448,132939.994317834
2449,111598.154686372
2450,147688.70977061
2451,126417.118881048
2452,199379.539547467
2453,93747.8195239325
2454,115659.967396044
2455,113192.628939608
2456,127175.018130521
2457,123398.465454316
2458,123662.087599723
2459,107552.195256174
2460,140246.817492529
2461,119206.945663784
2462,136259.304761839
2463,118846.547494181
2464,177556.635188753
2465,136127.596529361
2466,107989.331810302
2467,135340.405660816
2468,75714.6501854041
2469,71252.3879055485
2470,190038.236567409
2471,223235.355047016
2472,162902.677920349
2473,121016.579031982
2474,80733.9648304332
2475,226681.511990281
2476,111910.598683324
2477,123488.828467753
2478,151901.473519035
2479,107066.217442019
2480,152937.318358076
2481,120022.884044743
2482,123268.458701536
2483,111746.014909222
2484,120607.810995356
2485,128101.782310192
2486,151576.07754751
2487,175896.092988539
2488,156541.803241893
2489,156135.543092457
2490,145542.777210694
2491,90668.3118870194
2492,179329.329484744
2493,147408.524788643
2494,150370.367506047
2495,88806.4856441951
2496,237081.603211511
2497,153929.814546091
2498,108575.546051083
2499,88113.3809458224
2500,127621.649562781
2501,134917.925749419
2502,147735.640538487
2503,99252.2184796604
2504,191322.369638211
2505,227479.561994116
2506,265603.588606375
2507,300275.519869129
2508,262494.210164316
2509,217668.205874491
2510,219865.551401776
2511,179680.527079483
2512,204094.199217266
2513,221029.424485338
2514,251055.755497522
2515,152078.372411813
2516,171950.733512409
2517,140837.725082794
2518,150170.074285894
2519,222136.541105101
2520,222849.490705425
2521,192835.487882266
2522,229266.357181339
2523,117870.567793881
2524,136648.016304684
2525,146639.012630946
2526,138363.764819132
2527,114651.818611178
2528,123551.411888759
2529,131151.527163698
2530,119169.376861539
2531,251742.554070724
2532,228205.58274177
2533,201389.418607241
2534,225626.467742251
2535,314156.278456995
2536,230293.582396275
2537,231681.93395477
2538,182471.690828821
2539,190203.896599139
2540,176190.391684383
2541,183776.149442526
2542,165024.246860115
2543,124294.085281276
2544,113071.872779597
2545,134948.852807783
2546,123607.555481522
2547,135964.57757028
2548,150486.084216364
2549,158784.042945841
2550,321072.921160825
2551,137135.964242538
2552,126744.109167094
2553,77434.6777555817
2554,109121.82149535
2555,117631.287278007
2556,96763.1342460006
2557,108253.820518149
2558,172247.258960069
2559,132544.57590534
2560,140248.422809476
2561,135269.183839514
2562,124806.893991765
2563,141974.276117129
2564,190481.427020958
2565,125791.221304673
2566,154507.819663465
2567,127068.296608784
2568,191725.87094683
2569,206052.176632403
2570,112157.133507384
2571,171162.960516704
2572,149849.136765812
2573,217951.719396003
2574,279527.062078488
2575,126217.916353928
2576,125746.224013902
2577,143813.384039745
2578,87313.0524948711
2579,70690.2316901254
2580,118095.719260379
2581,123712.50884183
2582,124374.017929151
2583,289709.844297824
2584,182151.385976841
2585,181551.854877525
2586,226347.834600181
2587,207270.895570831
2588,147304.587455232
2589,148514.099167785
2590,213205.967318761
2591,218516.28102975
2592,226171.707182289
2593,261330.967367639
2594,190599.438963382
2595,195757.309045009
2596,316555.434157942
2597,179047.265454185
2598,271900.841758015
2599,308153.691833423
2600,127169.042626702
2601,142914.476219435
2602,82653.9893933697
2603,89588.9168596718
2604,87881.7495300344
2605,80984.4171119786
2606,145182.660106912
2607,211532.478434341
2608,216506.759842235
2609,166631.066063948
2610,107058.903789551
2611,120549.989994833
2612,160799.914309464
2613,127929.613998763
2614,127196.059727909
2615,158554.046873315
2616,144661.489494099
2617,182913.593364657
2618,194533.648525697
2619,195587.411461391
2620,187119.805334256
2621,177407.729359685
2622,182794.316963256
2623,258313.547252898
2624,319132.368467133
2625,287535.618910622
2626,170870.322167686
2627,165477.444500943
2628,450309.488831501
2629,492380.299332704
2630,358306.190538569
2631,481232.83080324
2632,430319.19114053
2633,298581.196043948
2634,400446.577179432
2635,156977.347300707
2636,184639.345400556
2637,171606.747952633
2638,258930.004378364
2639,191248.350522896
2640,159947.157265579
2641,105932.842350268
2642,191989.865755776
2643,102463.479192562
2644,124531.424100906
2645,104471.383913388
2646,91921.2760722897
2647,104277.624407666
2648,148110.579102803
2649,149294.017329013
2650,141206.012000511
2651,143741.184104418
2652,414419.715217402
2653,248912.207570297
2654,253966.482556283
2655,373727.755487953
2656,330196.500536061
2657,352193.486511029
2658,291614.66474698
2659,291910.937425221
2660,352001.787016362
2661,355536.56103371
2662,333568.923966802
2663,293656.823223614
2664,277923.242966876
2665,335419.979437371
2666,299909.79441616
2667,165882.331779152
2668,177759.097708152
2669,179322.552240803
2670,275728.182771705
2671,183490.938896631
2672,198566.675474014
2673,211260.036490622
2674,202992.482242414
2675,162169.970767275
2676,186823.712048622
2677,196149.765196775
2678,253743.094240584
2679,274835.413015808
2680,284986.636649222
2681,399377.627590385
2682,326742.505842128
2683,465784.696224733
2684,319148.933039843
2685,338251.941903669
2686,263345.894305367
2687,322427.459910273
2688,221692.03898783
2689,195979.418443984
2690,410761.863823827
2691,188382.730650992
2692,127639.432262831
2693,199710.429014111
2694,129784.944350567
2695,199066.119072652
2696,182590.874320291
2697,185868.16187114
2698,188156.516198959
2699,175776.854131806
2700,155940.662580823
2701,150647.991170576
2702,112020.63575606
2703,118823.500329731
2704,136680.14206375
2705,116863.867086154
2706,115982.607511749
2707,124638.864307719
2708,132849.62648623
2709,99476.5013723451
2710,128967.197386128
2711,278924.993607667
2712,360037.920148022
2713,166781.670585525
2714,149704.610967263
2715,168307.479487235
2716,148892.852879934
2717,189149.409607178
2718,226911.882402744
2719,154205.856618418
2720,176533.120251243
2721,132830.147326734
2722,160979.27369265
2723,143119.066455731
2724,126357.870341757
2725,132766.072648068
2726,147109.412526929
2727,173475.468956014
2728,172111.306515264
2729,149372.920442873
2730,146901.49638803
2731,125020.974710779
2732,126572.465792948
2733,162974.808798911
2734,145072.894600987
2735,129760.252845333
2736,143074.599581458
2737,119013.557560975
2738,135658.460135649
2739,164534.946245529
2740,130812.218694376
2741,137441.920608651
2742,147520.796386513
2743,149175.920377979
2744,159156.356222078
2745,137722.321710773
2746,134036.848778631
2747,139974.877880822
2748,119512.254622441
2749,128819.183226584
2750,136130.256319934
2751,134361.358661917
2752,193810.466829154
2753,147716.127970956
2754,222135.264292791
2755,136847.584689597
2756,98320.2628115053
2757,66853.7354933077
2758,91088.3180917745
2759,159564.661331756
2760,121399.459595681
2761,147290.26786749
2762,142581.673064035
2763,188594.882902936
2764,146487.41988364
2765,276988.974056245
2766,136331.731011423
2767,89526.7629254998
2768,133835.856108002
2769,120500.549028465
2770,146617.928146022
2771,113819.397371799
2772,115461.283503735
2773,159879.671911525
2774,138848.976556915
2775,114316.797263749
2776,137038.27834229
2777,140941.293843739
2778,101941.381897685
2779,119637.003179758
2780,99841.6819315273
2781,94345.1639978938
2782,92965.7982428335
2783,99557.0905418205
2784,117216.904722977
2785,134632.471267269
2786,68547.0114459094
2787,121464.480001843
2788,75923.6564936239
2789,177519.770000417
2790,95073.8706388319
2791,108038.299130403
2792,66433.5087547951
2793,164713.031189451
2794,97798.0817073259
2795,119144.492219559
2796,95181.8380979837
2797,191656.725928231
2798,117263.117149217
2799,120447.777546364
2800,62410.5995241895
2801,109012.96581301
2802,133328.445714703
2803,156465.566913583
2804,126065.280788611
2805,97794.7751788754
2806,83817.9687459653
2807,160060.508324963
2808,151531.290343421
2809,137138.211550574
2810,131846.69949036
2811,159901.738007988
2812,151290.69830509
2813,149239.607059383
2814,149937.998013359
2815,104075.939462219
2816,250813.498124078
2817,151395.262457654
2818,125951.344764842
2819,154429.695200735
2820,135151.201059291
2821,106580.440332378
2822,198190.648457336
2823,280569.227351695
2824,180862.136931507
2825,134667.027650173
2826,134036.47661893
2827,142009.430271483
2828,207766.445252868
2829,219635.918718076
2830,227726.918775187
2831,171657.973317088
2832,252860.41206408
2833,286396.9438897
2834,211499.739250828
2835,215116.693104258
2836,190733.324106589
2837,164636.623958017
2838,144367.973271219
2839,173267.772274929
2840,205883.423091697
2841,206113.967571793
2842,231007.930754233
2843,150744.467151868
2844,172841.651577745
2845,125638.267128594
2846,213746.418115793
2847,203819.617051401
2848,225122.894518052
